,id,bang,2015,2016,2017,2018,2019,2020
317,31,ছয়ফুল্লাকান্দি,0.0,0.0,0.0,0.0,0.0,0.0
318,31,বাঞ্ছারামপুর,0.0,0.0,0.0,1.0,2.0,0.0
319,31,আইয়ুবপুর,0.0,0.0,0.0,0.0,0.0,0.0
320,31,ফরদাবাদ,0.0,0.0,0.0,0.0,0.0,0.0
321,31,রুপসদী পশ্চিম,0.0,0.0,0.0,0.0,0.0,0.0
322,31,ছলিমাবাদ,0.0,0.0,0.0,0.0,0.0,0.0
323,31,উজানচর পূর্ব,0.0,0.0,0.0,0.0,0.0,0.0
324,31,মানিকপুর,0.0,0.0,0.0,1.0,1.0,0.0
325,32,বুধন্তি,0.0,0.0,0.0,0.0,0.0,0.0
326,32,চান্দুরা,0.0,0.0,0.0,0.0,0.0,0.0
327,32,ইছাপুরা,1.0,0.0,0.0,0.0,7.0,0.0
328,32,চম্পকনগর,0.0,0.0,0.0,0.0,0.0,0.0
329,32,হরষপুর,0.0,0.0,0.0,0.0,0.0,0.0
330,32,পত্তন,0.0,0.0,0.0,1.0,2.0,1.0
331,32,সিংগারবিল,0.0,0.0,0.0,0.0,0.0,0.0
332,32,বিষ্ণুপুর,0.0,0.0,0.0,11.0,18.0,0.0
333,32,চর-ইসলামপুর,0.0,0.0,0.0,1.0,7.0,0.0
334,32,পাহাড়পুর,1.0,0.0,1.0,0.0,3.0,0.0
335,33,জীবতলি,0.0,0.0,0.0,0.0,0.0,0.0
336,33,সাপছড়ি,0.0,0.0,0.0,0.0,1.0,0.0
337,33,কুতুকছড়ি,0.0,0.0,0.0,3.0,0.0,0.0
338,33,বন্দুকভাঙ্গা,0.0,0.0,0.0,0.0,0.0,0.0
339,33,বালুখালী,0.0,0.0,1.0,2.0,3.0,0.0
340,33,মগবান,0.0,0.0,0.0,0.0,0.0,0.0
341,34,রাইখালী,0.0,0.0,0.0,0.0,0.0,0.0
342,34,কাপ্তাই,0.0,0.0,16.0,3.0,29.0,0.0
343,34,ওয়াজ্ঞা,0.0,0.0,0.0,0.0,0.0,0.0
344,34,চন্দ্রঘোনা,0.0,0.0,0.0,0.0,1.0,0.0
345,34,চিৎমরম,0.0,0.0,0.0,0.0,0.0,0.0
346,35,ঘাগড়া,0.0,0.0,0.0,2.0,1.0,0.0
347,35,ফটিকছড়ি,0.0,0.0,0.0,0.0,14.0,0.0
348,35,বেতবুনিয়া,0.0,0.0,0.0,0.0,0.0,0.0
349,35,কলমপতি,1.0,1.0,0.0,7.0,52.0,0.0
350,36,সাজেক,0.0,0.0,0.0,0.0,7.0,0.0
351,36,আমতলী,0.0,0.0,0.0,2.0,48.0,0.0
352,36,বঙ্গলতলী,0.0,0.0,0.0,0.0,0.0,0.0
353,36,রুপকারী,0.0,0.0,0.0,0.0,2.0,0.0
354,36,মারিশ্যা,0.0,0.0,0.0,0.0,0.0,0.0
355,36,খেদারমারা,0.0,0.0,0.0,0.0,0.0,0.0
356,36,সারোয়াতলী,0.0,0.0,0.0,0.0,0.0,0.0
357,36,বাঘাইছড়ি,0.0,0.0,0.0,0.0,3.0,0.0
358,37,সুবলং,0.0,0.0,0.0,0.0,0.0,0.0
359,37,বরকল,0.0,0.0,0.0,0.0,3.0,0.0
360,37,ভূষনছড়া,0.0,0.0,0.0,0.0,0.0,0.0
361,37,আইমাছড়া,0.0,0.0,0.0,0.0,0.0,0.0
362,37,বড় হরিণা,2.0,0.0,0.0,2.0,10.0,0.0
363,38,লংগদু,0.0,0.0,1.0,1.0,5.0,0.0
364,38,মাইনীমুখ,0.0,0.0,0.0,0.0,0.0,0.0
365,38,ভাসান্যাদম,0.0,0.0,0.0,0.0,0.0,0.0
